WORDCOUNTS,WEIGHT
the,1227
of,838
and,606
to,465
a,425
in,389
that,250
s,238
p,219
is,212
as,191
for,184
sandino,180
memory,154
by,148
figure,143
this,134
pp,133
with,123
zapata,113
it,107
are,102
work,101
on,98
be,96
was,94
his,90
their,81
not,76
fonseca,74
or,73
from,72
reputational,71
historical,66
figures,64
while,63
an,62
at,61
state,61
but,57
its,56
which,56
these,53
were,52
have,52
movement,49
use,49
would,48
salience,48
somoza,47
they,47
i,47
political,47
zapatistas,47
more,46
ezln,44
valence,44
can,43
ownership,43
both,42
revolutionary,41
he,41
also,41
entrepreneurs,40
past,40
such,38
conditions,38
sandinistas,37
different,36
one,33
possible,33
salient,33
symbolic,33
two,32
had,31
first,31
other,31
only,31
into,30
because,30
might,29
than,29
example,29
history,27
positive,27
time,27
present,27
been,27
way,26
sandinista,26
after,26
has,25
how,25
used,25
useful,25
movements,25
between,25
mexican,24
cases,24
hodges,24
zapatista,24
inherited,24
modes,24
see,24
so,24
often,24
what,24
some,23
most,23
antagonist,23
article,23
ways,22
certain,22
path,22
own,22
protagonist,22
all,22
projects,22
national,22
fsln,22
values,22
combination,21
however,21
claim,21
revolution,21
same,21
party,21
three,21
there,20
politics,20
trajectories,20
when,20
struggle,19
those,19
fine,19
rather,19
could,19
combinations,19
cultural,19
schwartz,19
social,19
olick,19
given,19
dependent,18
many,18
who,18
legitimacy,18
over,18
popular,18
attempt,17
government,17
within,17
strategy,17
culture,17
do,17
him,17
associated,17
appropriation,16
groups,16
nicaraguan,16
uses,16
result,16
recent,16
later,15
important,15
documents,15
new,15
less,15
mexico,15
army,15
analysis,15
did,15
through,15
does,14
if,14
negative,14
point,14
further,14
second,14
variables,14
ideology,14
each,14
options,14
common,13
initial,13
communiqués,13
literature,13
framing,13
hero,13
starting,13
death,13
years,13
made,13
points,13
then,13
leaders,13
specific,13
group,12
representations,12
against,12
similar,12
successful,12
critical,12
potential,12
power,12
land,12
case,12
any,12
set,12
focus,12
nicaragua,11
dynamics,11
general,11
may,11
no,11
assassination,11
out,11
war,11
already,11
legacy,11
field,11
constraints,11
make,11
opportunities,11
others,11
discussed,11
riding,11
like,11
valued,11
schroeder,11
success,11
symbol,11
question,11
finally,11
o,10
american,10
studies,10
take,10
u,10
account,10
framework,10
thus,10
moment,10
césar,10
remembered,10
struggles,10
viewed,10
symbols,10
public,10
well,10
people,10
contentious,10
world,10
carranza,10
will,10
materials,10
above,10
resurrection,10
chap,10
about,10
positively,10
lack,10
audiences,10
model,10
strategies,10
another,10
upon,10
neutral,10
baylen,10
provide,10
primarily,10
