WORDCOUNTS,WEIGHT
the,1034
of,628
and,580
to,409
in,354
a,340
that,267
for,137
their,136
as,120
with,116
they,115
was,109
on,109
mouse,105
by,102
scientists,98
academic,98
at,97
this,93
patent,92
it,89
oncomouse,85
were,85
is,85
i,81
not,81
an,78
exchange,78
from,77
patents,75
commercial,75
dupont,74
are,67
we,66
strategies,64
be,64
these,63
had,61
mice,61
but,61
boundary,58
hybrids,57
research,56
have,55
s,54
exchanges,54
science,53
hybrid,51
institutional,51
more,49
logic,47
or,46
can,44
into,43
one,42
also,41
community,40
patenting,40
rights,38
new,38
work,37
interview,37
logics,37
genetics,37
author,35
over,35
while,35
through,34
between,34
other,33
could,33
industry,33
boundaries,33
what,33
scientific,32
who,32
them,31
when,31
if,30
so,30
use,29
about,28
time,28
worlds,28
you,28
some,27
transgenic,27
geneticists,27
do,27
leder,27
than,26
knowledge,26
scientist,26
et,25
al,25
two,25
social,25
meaning,24
tto,24
resources,24
tension,24
leading,23
however,23
would,23
different,23
our,23
case,22
most,22
t,22
academia,22
how,22
complex,21
used,21
its,21
which,21
own,21
many,21
made,21
no,20
his,20
university,20
been,20
did,20
property,20
has,19
publications,19
tools,19
then,19
researchers,19
important,18
cancer,18
because,18
action,18
licensing,18
make,18
only,18
life,18
market,17
all,17
collapse,17
rather,17
developed,17
p,17
public,17
there,16
those,16
such,16
mechanisms,16
license,16
legal,16
productive,16
blending,16
senior,16
terms,16
traditional,16
even,15
around,15
universities,15
actors,15
harvard,15
three,15
distinction,15
any,15
first,14
just,14
oncomice,14
based,14
using,14
he,14
understanding,14
ideas,14
described,14
like,14
period,14
up,14
should,14
practices,13
might,13
prior,13
produced,13
approach,13
will,13
disclosure,13
law,13
after,13
institutions,13
firms,13
think,13
years,13
early,13
view,12
us,12
material,12
analysis,12
biology,12
both,12
much,12
implications,11
right,11
interviews,11
response,11
my,11
out,11
reinforce,11
produce,11
well,11
published,11
commons,11
field,11
under,11
overlapping,11
really,11
junior,11
norms,11
academics,11
publication,11
methods,11
role,11
faculty,11
production,10
emerged,10
molecular,10
expertise,10
perspective,10
granted,10
breeding,10
people,10
patented,10
few,10
therefore,10
others,10
where,10
controversy,10
another,10
conditions,10
provide,10
nih,10
doing,10
now,9
blended,9
nature,9
take,9
coexistence,9
recognized,9
beyond,9
strategy,9
changed,9
events,9
least,9
lawyers,9
jax,9
organizations,9
see,9
including,9
times,9
good,9
study,9
contracts,9
widely,9
share,9
intellectual,9
powell,9
suggests,9
lab,9
themselves,9
among,9
way,8
corporate,8
rewards,8
being,8
long,8
down,8
hostile,8
thus,8
relationships,8
professor,8
came,8
