WORDCOUNTS,WEIGHT
the,571
of,412
in,405
and,278
segregation,174
to,173
that,155
a,155
school,139
is,124
districts,120
for,119
district,112
desegregation,107
usepackage,99
metropolitan,90
by,87
we,87
are,78
with,77
were,75
was,74
between,73
court,72
schools,70
white,70
this,70
as,69
children,68
on,60
within,58
not,55
have,53
mandates,53
areas,52
these,51
from,51
orders,48
under,45
order,43
where,43
more,42
black,42
no,40
it,39
data,39
level,39
be,38
at,36
but,35
students,35
overall,34
had,32
which,32
effect,30
average,30
there,29
also,29
been,29
other,28
or,28
renewcommand,27
than,27
south,26
year,25
city,25
our,25
public,24
private,24
an,24
only,23
mandated,23
effects,23
all,22
regions,22
time,22
because,21
enrollment,21
region,21
flight,20
elementary,18
one,18
cyr,18
document,18
even,18
residential,18
points,18
analysis,18
plans,18
models,18
whether,17
area,17
racial,16
has,16
some,16
may,16
levels,16
variables,16
would,16
period,16
table,16
size,16
policy,15
s,15
case,15
higher,15
most,15
larger,15
less,15
significant,15
states,15
they,14
lower,14
whites,14
tables,14
individual,14
border,14
change,14
two,14
years,14
over,14
each,14
cases,13
how,13
however,13
policies,13
many,13
implemented,12
if,12
those,12
across,12
metropolis,12
found,12
p,12
index,12
same,12
plan,12
clotfelter,12
after,12
study,12
education,12
results,12
composition,11
state,11
could,11
regional,11
when,11
new,11
can,11
begin,11
dissimilarity,11
regime,11
did,11
d,11
much,11
cross,11
enrolled,10
such,10
declined,10
trends,10
southern,10
included,10
national,10
lag,10
number,10
enforcement,10
large,9
first,9
declaretextfontcommand,9
encodingdefault,9
empty,9
prior,9
west,9
textcyr,9
mathrsfs,9
wncyss,9
student,9
portland,9
federal,9
landscape,9
multivariate,9
sd,9
hispanic,9
rmdefault,9
fontenc,9
xspace,9
bm,9
its,9
normalfont,9
prevalence,9
action,9
stmaryrd,9
targeted,9
decisions,9
percentage,9
pifont,9
amsbsy,9
end,9
covered,9
sfdefault,9
amsmath,9
amsxtra,9
selectfont,9
newcommand,9
aastex,9
brown,9
decision,9
textcomp,9
lines,9
amsfonts,9
variable,9
country,9
declaremathsizes,9
grades,9
wncyr,9
documentclass,9
pagestyle,9
amssymb,9
blacks,9
northeast,8
studies,8
differences,8
system,8
central,8
sample,8
descriptive,8
similar,8
changes,8
required,8
about,8
non,8
suburb,8
see,8
share,8
different,8
both,8
shown,8
institutional,8
evidence,8
common,7
measures,7
predictor,7
being,7
sources,7
every,7
available,7
implementation,7
midwest,7
legal,7
their,7
impact,7
based,7
example,7
boundaries,7
using,7
separate,7
likely,7
suburban,7
interpretation,7
pattern,7
v,7
income,7
another,7
values,7
increase,7
increasing,7
any,7
geographic,7
extent,7
given,7
through,7
smaller,7
actions,7
into,6
total,6
test,6
consistent,6
analyses,6
disparities,6
though,6
weighted,6
support,6
organization,6
generally,6
well,6
directly,6
decline,6
positive,6
measure,6
largest,6
findings,6
use,6
predictors,6
standard,6
especially,6
note,6
wilson,6
grade,6
ordered,6
following,6
alternative,6
associated,6
what,6
reardon,6
reported,6
question,6
include,6
measured,6
nces,6
now,5
created,5
group,5
occurred,5
negative,5
file,5
subsequent,5
declines,5
key,5
combination,5
includes,5
expected,5
effective,5
find,5
rather,5
parts,5
important,5
decades,5
view,5
during,5
place,5
value,5
will,5
might,5
nearly,5
still,5
already,5
shows,5
shifts,5
including,5
desegregate,5
processes,5
high,5
academies,5
segregated,5
rossell,5
very,5
while,5
became,5
families,5
difference,5
substantial,5
little,5
racially,5
race,5
does,4
affected,4
e,4
expect,4
bias,4
source,4
diffusion,4
taken,4
primary,4
u,4
calculated,4
response,4
rights,4
risk,4
argued,4
schooling,4
suburbs,4
rivkin,4
initial,4
population,4
wide,4
gains,4
part,4
minority,4
actually,4
et,4
errors,4
either,4
below,4
several,4
absence,4
populations,4
economic,4
limited,4
above,4
boundary,4
constant,4
al,4
department,4
declining,4
regardless,4
addition,4
demographic,4
longer,4
scholars,4
pressure,4
appeared,4
external,4
patterns,4
do,4
present,4
model,4
unit,4
yun,4
made,4
refers,4
hew,4
three,4
become,4
james,4
attend,4
widespread,4
who,4
force,4
orfield,4
prekindergarten,4
considered,4
environment,4
edelman,4
here,4
ratio,4
board,4
believe,4
report,4
numbers,4
incomes,4
subject,4
sectional,4
phenomenon,4
conditions,4
although,4
integration,4
voluntary,4
entire,4
focus,4
among,4
hypothesis,4
groups,3
jure,3
crossing,3
conscious,3
decade,3
before,3
indexes,3
creation,3
normative,3
possible,3
move,3
taeuber,3
diffused,3
anticipated,3
correlation,3
inventory,3
behavior,3
million,3
throughout,3
de,3
g,3
estimates,3
refer,3
counterbalanced,3
responded,3
parents,3
them,3
earlier,3
assuming,3
factors,3
