"from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"6815841748","Barack Obama","Go behind the scenes at an Obama for America - Virginia office opening—then get involved in your own community.","2012-03-06T16:56:40+0000","video","http://www.youtube.com/watch?v=A6Nk79oF918","6815841748_247805245309553",5483,1082,492
"6815841748","Barack Obama",NA,"2012-03-06T02:35:20+0000","photo","https://www.facebook.com/ofatruthteam/photos/a.362236893796909.84936.348991775121421/362375957116336/?type=1","6815841748_126988350761253",3066,1269,811
"6815841748","Barack Obama",NA,"2012-03-05T12:42:51+0000","photo","https://www.facebook.com/barackobama/photos/a.10150601538561749.382175.6815841748/10150610369881749/?type=1","6815841748_10150610369926749",12852,4645,3011
"6815841748","Barack Obama","“At the end of the day, he wants us to be united—and that’s very inspiring to me as an artist, as an American, as a woman.”—Singer Janelle Monáe on her support for the President","2012-03-04T16:06:35+0000","video","http://www.youtube.com/watch?v=F00Zp2Fz5MA","6815841748_243566389069286",29409,4100,2789
"6815841748","Barack Obama","So what do you think of the new Barack Obama Facebook timeline? Got a favorite post or picture? Drop your comments on what you like and what you’d like to see that’s not here already.","2012-03-03T23:16:52+0000","status",NA,"6815841748_10150607625166749",11338,3640,338
"6815841748","Barack Obama","Enter Dinner with Barack and you could find yourself at the table with President Obama, talking about community organizing, his dream job, and staying hopeful in the face of gridlock. http://OFA.BO/xSB1JS","2012-03-02T16:44:38+0000","video","http://www.youtube.com/watch?v=uAHESUtxAeU","6815841748_183883638389781",5033,1039,659
"6815841748","Barack Obama","Take a tour of the new Barack Obama Facebook timeline to see the story of this president and this organization as told from the very beginning.","2012-03-01T18:36:45+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150603538161749/?type=1","6815841748_10150603538206749",14976,2877,2067
"6815841748","Barack Obama","The Barack Obama Facebook page is now a timeline. Take a look back through the photos and videos that tell the president's story, and the story of the progress we’ve made together.","2012-03-01T15:05:00+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150603189131749/?type=1","6815841748_10150603189131749",30283,3635,2665
"6815841748","Barack Obama","Tomorrow morning the Senate will vote on a bill—backed by Mitt Romney—that will allow employers to deny insurance coverage for birth control and any other medical service they find ""morally objectionable."" This is not about religious organizations—they're already exempt. This is about any employer having the power to decide what's best for you. Stand with President Obama for a woman's right to make her own health decisions: http://OFA.BO/dMVNLZ","2012-03-01T05:22:09+0000","status",NA,"6815841748_10150602581476749",31785,4400,5228
"6815841748","Barack Obama","Get the facts on President Obama’s energy record: http://OFA.BO/5kaSVS","2012-02-29T16:13:50+0000","photo","https://www.facebook.com/barackobama/photos/a.53081056748.66806.6815841748/10150601364106749/?type=1","6815841748_10150601364106749",6194,3694,2340
"6815841748","Barack Obama","“These companies are worth more than just the cars they build. They’re a symbol of American innovation; the source of our manufacturing might. And if that’s not worth fighting for, what’s worth fighting for?”—President Obama at today’s United Auto Workers conference on why he refused to give up on the American auto industry","2012-02-29T02:08:59+0000","video","http://www.youtube.com/watch?v=il6KmXwZO2o","6815841748_178944875553917",20765,2763,1883
"6815841748","Barack Obama","“I placed my bet on American workers. And I’d make that same bet again any day of the week.”—President Obama on the auto industry’s comeback at the United Auto Workers conference today","2012-02-28T18:14:13+0000","status",NA,"6815841748_10150599482901749",13571,2236,919
"6815841748","Barack Obama","Mitt Romney was ready to give up on the auto industry. Michiganders haven’t forgotten.","2012-02-28T01:37:19+0000","video","http://www.youtube.com/watch?v=m478fQPUVTw","6815841748_199358306837773",20175,3632,3535
